id,order_id,paid_at,amount,method,status
4397,4397,2023-09-14 12:45:30,4553.0,boleto,paid
4398,4398,2024-01-23 08:27:11,20042.82,boleto,paid
4399,4399,2024-01-19 01:09:43,8205.09,transfer,paid
4400,4400,2023-12-20 14:27:39,5836.16,transfer,paid
4401,4401,2024-01-18 01:49:21,5533.03,transfer,paid
4402,4402,2023-10-31 13:07:41,13142.22,credit_card,paid
4403,4403,2023-11-01 01:46:07,9036.77,pix,paid
4404,4404,2024-05-02 07:40:03,21785.75,pix,paid
4405,4405,2023-10-03 13:57:41,326.66,credit_card,paid
4406,4406,2024-08-01 07:32:02,11043.17,pix,paid
4407,4407,2024-02-05 01:35:44,16661.42,credit_card,paid
4408,4408,2024-10-25 23:57:57,13563.24,pix,paid
4409,4409,2024-09-29 22:18:53,23451.99,credit_card,paid
4410,4410,2024-03-12 08:43:37,21674.88,transfer,paid
4411,4411,2024-03-17 09:19:52,13956.89,transfer,paid
4412,4412,2024-04-23 12:15:26,8123.65,transfer,paid
4413,4413,2024-09-23 20:24:22,30689.81,transfer,paid
4414,4414,2024-02-02 09:09:55,13390.17,credit_card,paid
4415,4415,2024-04-28 21:10:31,2130.85,boleto,paid
4416,4416,2024-06-09 04:11:49,250.77,transfer,paid
4417,4417,2024-08-25 15:09:12,3084.31,transfer,paid
4418,4418,2023-11-08 05:57:54,1495.29,boleto,paid
4419,4419,2024-01-23 03:00:33,13091.9,transfer,paid
4420,4420,2023-12-31 04:45:23,7703.71,credit_card,paid
4421,4421,,48524.94,transfer,failed
4422,4422,,15418.04,credit_card,refunded
4423,4423,2024-04-21 09:03:01,25204.3,pix,paid
4424,4424,2024-02-27 11:37:56,6227.16,pix,paid
4425,4425,2024-07-18 23:11:25,16166.63,credit_card,paid
4426,4426,2023-09-29 01:05:55,7484.15,transfer,paid
4427,4427,2024-02-01 02:19:03,12543.2,pix,paid
4428,4428,2023-12-08 21:36:48,29591.38,transfer,paid
4429,4429,2023-10-06 01:12:14,19377.56,transfer,paid
4430,4430,2024-09-19 18:20:56,17504.84,credit_card,paid
4431,4431,2024-04-14 20:42:15,38889.16,credit_card,paid
4432,4432,2024-10-19 11:28:32,7896.65,pix,paid
4433,4433,,5140.97,transfer,refunded
4434,4434,,25066.06,pix,pending
4435,4435,2024-02-13 20:17:08,15508.02,transfer,paid
4436,4436,2023-09-24 01:36:38,24423.56,boleto,paid
4437,4437,2023-11-04 14:55:25,16677.92,boleto,paid
4438,4438,2023-09-20 21:38:05,8392.48,pix,paid
4439,4439,2023-10-08 17:46:33,6322.78,transfer,paid
4440,4440,2023-12-16 03:06:29,21612.01,pix,paid
4441,4441,2024-06-01 03:48:47,12699.58,transfer,paid
4442,4442,,9984.02,credit_card,refunded
4443,4443,2023-08-06 12:21:31,5060.34,boleto,paid
4444,4444,2024-10-10 11:41:41,27228.22,credit_card,paid
4445,4445,2024-04-08 00:19:48,5588.8,pix,paid
4446,4446,2023-10-18 17:03:21,18507.59,transfer,paid
4447,4447,,1363.14,credit_card,refunded
4448,4448,2024-10-13 15:44:11,1680.57,transfer,paid
4449,4449,2023-11-15 14:01:25,19818.01,transfer,paid
4450,4450,2024-01-18 18:16:40,5139.06,boleto,paid
4451,4451,,16184.02,boleto,refunded
4452,4452,2023-09-12 06:18:30,20070.6,transfer,paid
4453,4453,2024-08-28 22:33:48,37209.84,boleto,paid
4454,4454,2024-03-21 23:55:47,9604.16,boleto,paid
4455,4455,2024-02-19 20:56:47,47573.74,boleto,paid
4456,4456,2024-08-14 23:25:21,19014.0,boleto,paid
4457,4457,2023-09-26 15:23:07,9369.3,pix,paid
4458,4458,2023-10-26 07:51:32,21263.41,transfer,paid
4459,4459,,7851.16,credit_card,pending
4460,4460,,22279.73,transfer,refunded
4461,4461,2023-10-07 09:49:19,1855.01,pix,paid
4462,4462,2023-10-13 17:26:12,7501.94,boleto,paid
4463,4463,2024-06-07 23:47:09,10072.22,transfer,paid
4464,4464,,19441.54,transfer,pending
4465,4465,2023-08-09 18:09:24,25434.44,boleto,paid
4466,4466,2024-07-01 17:40:59,28332.92,pix,paid
4467,4467,,6454.16,boleto,failed
4468,4468,2024-01-19 02:38:50,16205.24,credit_card,paid
4469,4469,2024-03-11 19:20:07,14860.2,credit_card,paid
4470,4470,2024-03-05 04:42:32,38544.89,boleto,paid
4471,4471,2023-11-20 07:42:14,32725.1,pix,paid
4472,4472,2024-07-02 09:32:51,27932.33,credit_card,paid
4473,4473,,10757.56,pix,failed
4474,4474,,21205.48,transfer,pending
4475,4475,2024-03-26 17:27:14,12620.23,pix,paid
4476,4476,2023-11-23 04:21:38,52412.17,pix,paid
4477,4477,2023-11-13 04:11:56,7822.56,boleto,paid
4478,4478,2023-11-14 00:11:35,20221.37,credit_card,paid
4479,4479,2024-01-08 22:11:52,15116.97,boleto,paid
4480,4480,2024-03-31 08:02:48,24261.16,transfer,paid
4481,4481,2024-04-30 20:22:07,34554.49,transfer,paid
4482,4482,2024-02-25 08:30:54,23193.3,boleto,paid
4483,4483,2023-08-09 20:30:52,40552.73,pix,paid
4484,4484,2024-05-18 10:02:18,24468.74,pix,paid
4485,4485,2024-01-22 07:03:57,28041.9,pix,paid
4486,4486,2024-06-20 18:25:31,24712.77,transfer,paid
4487,4487,2023-10-09 01:21:35,832.9,transfer,paid
4488,4488,2023-08-05 03:43:54,5494.99,transfer,paid
4489,4489,2024-04-05 23:42:22,9656.87,credit_card,paid
4490,4490,,37952.41,transfer,refunded
4491,4491,2023-09-08 23:24:52,19182.23,credit_card,paid
4492,4492,2023-09-17 08:00:55,37277.33,credit_card,paid
4493,4493,2024-02-29 23:45:51,12438.6,transfer,paid
4494,4494,2023-12-11 15:18:36,22683.02,transfer,paid
4495,4495,2023-12-22 20:13:59,12694.02,boleto,paid
4496,4496,2024-09-15 17:17:36,10337.8,pix,paid
4497,4497,2024-03-06 13:55:42,28336.3,boleto,paid
4498,4498,2024-07-07 00:31:58,680.56,transfer,paid
4499,4499,2023-08-15 13:08:42,8361.76,pix,paid
4500,4500,2024-11-22 13:14:27,13344.09,credit_card,paid
4501,4501,,28934.25,pix,pending
4502,4502,2024-11-13 11:50:44,8021.92,transfer,paid
4503,4503,2024-04-26 10:39:28,11400.05,transfer,paid
4504,4504,,8174.17,transfer,failed
4505,4505,2024-03-03 18:29:17,2851.72,credit_card,paid
4506,4506,,41067.83,transfer,refunded
4507,4507,2024-02-08 23:57:46,11479.88,boleto,paid
4508,4508,2024-07-30 05:03:14,7117.99,boleto,paid
4509,4509,2024-02-06 15:46:42,32642.41,credit_card,paid
4510,4510,2024-09-28 01:02:18,3082.55,pix,paid
4511,4511,2024-06-13 09:42:07,13217.9,transfer,paid
4512,4512,2024-06-05 01:07:26,33372.19,transfer,paid
4513,4513,2024-10-06 11:06:02,12468.27,credit_card,paid
4514,4514,2023-08-09 11:08:46,49230.71,credit_card,paid
4515,4515,2024-08-16 13:51:46,16738.26,pix,paid
4516,4516,2023-11-13 12:12:56,192.28,credit_card,paid
4517,4517,2023-11-18 06:07:51,14711.49,boleto,paid
4518,4518,2024-10-24 14:05:25,22144.36,transfer,paid
4519,4519,2023-10-13 06:59:00,2359.13,pix,paid
4520,4520,,6577.21,credit_card,refunded
4521,4521,,10825.55,pix,refunded
4522,4522,,9423.3,boleto,refunded
4523,4523,2024-10-05 22:16:52,3688.25,boleto,paid
4524,4524,2024-01-19 04:36:04,46019.68,credit_card,paid
4525,4525,2024-05-16 14:41:52,1294.06,pix,paid
4526,4526,,37711.44,transfer,refunded
4527,4527,2024-03-08 16:23:10,11519.51,boleto,paid
4528,4528,2024-09-12 09:42:27,11116.04,credit_card,paid
4529,4529,2024-04-24 18:48:12,10432.9,boleto,paid
4530,4530,2024-05-13 07:52:08,11151.71,pix,paid
4531,4531,2023-10-06 03:15:17,22187.93,credit_card,paid
4532,4532,2024-06-26 21:15:06,29874.58,transfer,paid
4533,4533,2024-03-17 19:20:59,35313.77,pix,paid
4534,4534,2023-08-18 08:42:31,2405.66,boleto,paid
4535,4535,2023-09-19 10:48:00,7869.71,transfer,paid
4536,4536,2024-04-25 06:48:57,2498.31,transfer,paid
4537,4537,2024-03-03 12:18:10,23825.87,credit_card,paid
4538,4538,2024-03-08 16:50:08,19169.33,pix,paid
4539,4539,2023-12-23 10:53:51,5854.28,boleto,paid
4540,4540,2023-08-13 11:48:01,16915.76,transfer,paid
4541,4541,2024-02-29 15:20:06,20599.12,transfer,paid
4542,4542,2024-07-25 10:21:52,879.53,pix,paid
4543,4543,2024-09-28 11:50:57,41132.48,transfer,paid
4544,4544,2024-08-31 23:33:04,2932.13,boleto,paid
4545,4545,2024-01-16 16:21:43,19998.05,transfer,paid
4546,4546,2023-09-19 22:58:14,5220.06,credit_card,paid
4547,4547,2024-09-18 09:34:47,23893.93,transfer,paid
4548,4548,2023-09-16 05:12:34,18841.08,pix,paid
4549,4549,2023-08-20 02:21:52,20354.57,boleto,paid
4550,4550,,5527.25,transfer,refunded
4551,4551,,53505.42,pix,refunded
4552,4552,2024-09-13 18:47:50,11062.16,boleto,paid
4553,4553,2023-08-19 09:20:54,14316.81,pix,paid
4554,4554,2024-06-11 21:33:37,20792.68,pix,paid
4555,4555,2024-07-17 19:01:10,10057.16,credit_card,paid
4556,4556,2023-12-29 09:13:02,12941.7,credit_card,paid
4557,4557,2024-07-21 17:58:52,26159.91,credit_card,paid
4558,4558,2024-01-27 16:36:13,11860.58,pix,paid
4559,4559,2023-11-09 11:30:31,2419.55,boleto,paid
4560,4560,2023-10-28 12:06:58,9287.44,credit_card,paid
4561,4561,,21002.32,credit_card,refunded
4562,4562,2024-08-24 15:19:47,15177.12,credit_card,paid
4563,4563,,21427.66,credit_card,refunded
4564,4564,2024-09-25 14:52:18,16231.22,transfer,paid
4565,4565,2023-09-29 11:35:14,3885.51,pix,paid
4566,4566,,1945.8,transfer,pending
4567,4567,2023-10-15 02:02:59,14044.45,boleto,paid
4568,4568,2024-01-11 21:33:37,5896.27,transfer,paid
4569,4569,2024-03-03 23:27:33,14906.8,credit_card,paid
4570,4570,,38489.88,credit_card,refunded
4571,4571,2024-02-08 01:38:14,11425.64,pix,paid
4572,4572,2024-06-27 00:07:52,1185.97,transfer,paid
4573,4573,2024-05-14 02:29:03,27378.31,transfer,paid
4574,4574,2023-08-09 02:37:08,401.4,credit_card,paid
4575,4575,2024-10-30 11:02:29,37092.99,pix,paid
4576,4576,2024-03-27 01:23:03,4393.41,boleto,paid
4577,4577,2023-09-09 10:36:52,25795.55,boleto,paid
4578,4578,2024-09-25 15:48:00,36902.5,boleto,paid
4579,4579,2023-10-17 00:15:47,16644.13,boleto,paid
4580,4580,,21436.31,pix,failed
4581,4581,2024-09-29 11:15:37,13001.03,transfer,paid
4582,4582,2023-09-27 19:18:35,21656.38,pix,paid
4583,4583,2024-07-03 20:07:51,5361.31,boleto,paid
4584,4584,2024-09-02 19:14:21,42180.71,credit_card,paid
4585,4585,2023-10-19 17:25:44,10730.13,credit_card,paid
4586,4586,2024-10-22 14:09:01,23627.46,transfer,paid
4587,4587,2024-05-17 06:41:36,14197.29,pix,paid
4588,4588,2024-09-21 11:24:47,16079.95,credit_card,paid
4589,4589,2023-09-02 04:54:10,11767.24,transfer,paid
4590,4590,2023-08-18 18:11:39,8955.51,transfer,paid
4591,4591,2024-09-11 08:01:31,43912.26,pix,paid
4592,4592,2024-08-04 21:51:05,3388.63,credit_card,paid
4593,4593,2024-07-07 10:36:37,4037.83,transfer,paid
4594,4594,,48540.28,transfer,failed
4595,4595,2024-10-17 00:49:37,14570.67,credit_card,paid
4596,4596,2024-05-24 03:00:10,10071.99,boleto,paid
4597,4597,2024-05-08 04:04:45,21743.36,transfer,paid
4598,4598,2024-05-10 05:21:39,34278.37,boleto,paid
4599,4599,2024-05-21 22:44:25,10359.71,pix,paid
4600,4600,2024-02-09 15:37:49,20466.14,boleto,paid
4601,4601,2024-05-06 22:28:57,24115.33,credit_card,paid
4602,4602,2024-03-04 07:44:01,19242.32,boleto,paid
4603,4603,2024-11-14 07:03:10,22718.2,boleto,paid
4604,4604,2024-05-29 16:32:37,15561.96,credit_card,paid
4605,4605,,11698.78,credit_card,failed
4606,4606,2023-11-01 03:43:04,347.16,pix,paid
4607,4607,2023-08-06 00:54:33,8781.73,credit_card,paid
4608,4608,2024-11-28 14:49:40,11730.49,credit_card,paid
4609,4609,2023-08-13 17:03:25,12296.66,pix,paid
4610,4610,2024-06-18 05:17:40,22911.69,pix,paid
4611,4611,2024-06-25 12:22:08,6845.34,credit_card,paid
4612,4612,2024-09-06 01:06:29,22250.6,pix,paid
4613,4613,2023-09-21 07:16:59,13343.67,pix,paid
4614,4614,2024-10-30 22:36:37,38398.11,pix,paid
4615,4615,2024-10-19 19:50:18,8062.75,credit_card,paid
4616,4616,2024-05-29 21:43:48,6691.09,boleto,paid
4617,4617,2024-04-04 07:10:21,23453.04,credit_card,paid
4618,4618,2023-08-11 05:57:17,19967.46,credit_card,paid
4619,4619,2024-02-07 11:49:46,10318.65,transfer,paid
4620,4620,2024-03-18 17:46:20,3369.25,boleto,paid
4621,4621,,11895.11,pix,refunded
4622,4622,2024-03-26 09:33:01,1512.85,transfer,paid
4623,4623,2024-05-20 02:07:18,19013.78,pix,paid
4624,4624,,14720.15,boleto,pending
4625,4625,,16311.57,credit_card,failed
4626,4626,,6656.67,credit_card,failed
4627,4627,2024-01-23 04:46:12,17313.93,credit_card,paid
4628,4628,2023-08-20 08:39:22,20325.67,credit_card,paid
4629,4629,2024-08-27 05:01:03,21536.16,transfer,paid
4630,4630,2024-10-17 01:52:58,7647.69,credit_card,paid
4631,4631,2023-11-12 01:43:14,29795.67,boleto,paid
4632,4632,2024-02-06 07:31:33,5926.41,boleto,paid
4633,4633,,36858.0,boleto,refunded
4634,4634,2024-03-10 13:28:41,164.66,credit_card,paid
4635,4635,2024-03-11 08:27:48,9822.1,boleto,paid
4636,4636,2023-12-06 05:30:53,15313.6,boleto,paid
4637,4637,2024-08-29 02:07:54,3875.4,credit_card,paid
4638,4638,,11607.66,transfer,failed
4639,4639,2024-03-12 23:12:40,6157.39,boleto,paid
4640,4640,2023-08-07 22:47:05,21094.95,credit_card,paid
4641,4641,2023-11-01 01:34:19,8821.32,transfer,paid
4642,4642,2023-11-09 09:18:27,2173.52,transfer,paid
4643,4643,2024-07-15 16:18:09,6964.16,boleto,paid
4644,4644,2024-04-02 07:06:09,9741.1,boleto,paid
4645,4645,2024-03-27 21:22:41,37926.44,boleto,paid
4646,4646,2024-01-25 19:00:09,30532.48,transfer,paid
4647,4647,2024-10-05 19:46:46,17351.16,credit_card,paid
4648,4648,2024-11-08 09:24:53,5372.96,transfer,paid
4649,4649,,16266.35,credit_card,refunded
4650,4650,2023-10-23 10:51:25,14439.88,pix,paid
4651,4651,2024-10-28 03:58:48,22003.45,transfer,paid
4652,4652,2023-10-11 22:47:30,21006.16,pix,paid
4653,4653,2023-08-13 03:37:42,367.16,pix,paid
4654,4654,2023-11-04 03:49:45,41228.28,boleto,paid
4655,4655,2024-07-01 13:41:23,2264.2,credit_card,paid
4656,4656,2024-10-21 01:43:18,7922.34,pix,paid
4657,4657,,30580.92,transfer,refunded
4658,4658,2023-08-26 04:30:32,20700.35,pix,paid
4659,4659,2023-08-15 10:41:53,3004.25,transfer,paid
4660,4660,2024-02-03 13:21:31,5080.99,boleto,paid
4661,4661,2023-11-19 13:15:42,19414.24,credit_card,paid
4662,4662,2024-10-15 15:24:29,19352.66,pix,paid
4663,4663,,5270.42,transfer,refunded
4664,4664,,34239.73,transfer,refunded
4665,4665,2024-02-25 23:24:14,12800.06,transfer,paid
4666,4666,2023-09-17 07:40:44,5634.39,transfer,paid
4667,4667,2024-06-06 22:55:06,43691.73,boleto,paid
4668,4668,2024-08-16 10:31:45,31764.36,credit_card,paid
4669,4669,2023-12-09 10:32:09,9285.43,credit_card,paid
4670,4670,2024-10-31 01:54:53,17928.38,credit_card,paid
4671,4671,2024-02-14 04:04:21,7303.8,credit_card,paid
4672,4672,2024-03-26 22:55:26,16895.93,transfer,paid
4673,4673,2024-11-24 04:41:34,4030.38,pix,paid
4674,4674,2023-11-30 00:45:53,9791.93,pix,paid
4675,4675,2023-09-20 00:58:49,3021.85,transfer,paid
4676,4676,2023-10-20 14:34:47,27814.52,credit_card,paid
4677,4677,2024-01-07 18:44:46,9073.99,transfer,paid
4678,4678,2024-10-13 11:32:19,7196.34,pix,paid
4679,4679,2024-04-20 17:27:15,725.98,pix,paid
4680,4680,2024-01-19 11:44:03,1094.91,pix,paid
4681,4681,2024-08-31 23:01:17,13595.44,boleto,paid
4682,4682,2024-05-14 02:03:18,18569.07,boleto,paid
4683,4683,2023-08-17 11:55:02,30686.37,boleto,paid
4684,4684,2024-06-07 09:01:03,19001.96,transfer,paid
4685,4685,2024-07-01 00:38:40,14171.82,boleto,paid
4686,4686,,4327.91,transfer,failed
4687,4687,2024-07-15 02:39:36,22390.63,credit_card,paid
4688,4688,2024-01-29 12:03:03,16750.65,credit_card,paid
4689,4689,2024-02-08 18:34:58,11471.64,credit_card,paid
4690,4690,2023-09-19 16:44:29,13780.16,pix,paid
4691,4691,2024-05-25 19:22:19,6988.03,boleto,paid
4692,4692,2024-07-11 22:05:29,23403.86,credit_card,paid
4693,4693,2024-09-19 03:13:27,13746.42,transfer,paid
4694,4694,,15338.06,transfer,refunded
4695,4695,2024-04-11 02:37:46,35165.07,credit_card,paid
4696,4696,2024-11-08 13:03:45,6871.49,credit_card,paid
4697,4697,2023-12-06 07:50:36,22.03,boleto,paid
4698,4698,2024-08-10 14:49:47,17864.82,credit_card,paid
4699,4699,2024-11-14 21:08:51,46810.54,transfer,paid
4700,4700,2024-10-02 20:33:58,8635.4,pix,paid
4701,4701,2024-09-13 15:09:42,2865.63,boleto,paid
4702,4702,2023-12-24 03:07:49,6655.63,credit_card,paid
4703,4703,2024-06-16 11:03:36,33760.58,credit_card,paid
4704,4704,2024-02-03 14:18:29,3999.36,pix,paid
4705,4705,2024-05-14 15:32:12,14871.47,pix,paid
4706,4706,2024-07-25 21:49:37,15039.13,boleto,paid
4707,4707,,1803.34,pix,refunded
4708,4708,2024-09-01 13:54:13,22337.77,transfer,paid
4709,4709,,8699.47,transfer,refunded
4710,4710,2024-10-06 22:56:40,37760.27,transfer,paid
4711,4711,2023-09-15 17:07:02,337.98,transfer,paid
4712,4712,2024-10-10 02:54:49,4268.31,transfer,paid
4713,4713,,8135.79,credit_card,failed
4714,4714,,6727.36,pix,refunded
4715,4715,2023-11-18 06:31:43,24070.77,pix,paid
4716,4716,2023-09-10 16:45:11,4596.91,boleto,paid
4717,4717,2024-02-16 08:52:50,13686.19,boleto,paid
4718,4718,2023-10-23 03:40:04,19923.25,transfer,paid
4719,4719,2024-02-29 15:52:36,6454.49,boleto,paid
4720,4720,,6165.09,boleto,failed
4721,4721,,45344.69,pix,refunded
4722,4722,,5815.97,boleto,refunded
4723,4723,2023-10-20 02:29:24,7526.39,boleto,paid
4724,4724,2023-11-01 09:50:39,10537.68,pix,paid
4725,4725,2024-04-06 01:11:55,8132.38,boleto,paid
4726,4726,,3571.67,credit_card,failed
4727,4727,2024-08-18 08:42:51,16268.43,boleto,paid
4728,4728,2024-11-14 14:05:22,18693.22,pix,paid
4729,4729,2024-04-12 05:20:22,942.22,transfer,paid
4730,4730,2024-08-28 10:32:37,2582.31,transfer,paid
4731,4731,2024-10-31 13:49:00,7122.84,pix,paid
4732,4732,2024-06-08 10:14:20,12479.16,boleto,paid
4733,4733,2024-09-17 21:39:10,15545.86,boleto,paid
4734,4734,2023-10-30 13:35:42,16136.27,credit_card,paid
4735,4735,2024-01-08 08:24:04,28238.39,boleto,paid
4736,4736,2024-08-03 17:29:40,13901.97,credit_card,paid
4737,4737,2024-11-04 11:29:12,28337.09,boleto,paid
4738,4738,2024-06-01 05:18:52,1675.19,pix,paid
4739,4739,,37467.43,credit_card,refunded
4740,4740,2024-06-13 00:02:35,6207.85,pix,paid
4741,4741,2023-11-26 13:21:57,1211.03,boleto,paid
4742,4742,,5170.04,transfer,refunded
4743,4743,2024-01-01 06:58:41,17162.46,pix,paid
4744,4744,2024-11-29 08:27:06,17723.27,pix,paid
4745,4745,2024-02-20 09:10:30,9740.99,transfer,paid
4746,4746,2023-12-25 07:56:30,16923.19,boleto,paid
4747,4747,2023-08-17 19:18:58,12287.79,transfer,paid
4748,4748,2023-11-10 13:41:35,7395.54,boleto,paid
4749,4749,2023-08-11 02:51:01,19252.38,credit_card,paid
4750,4750,2023-10-10 14:48:01,1140.95,transfer,paid
4751,4751,2024-11-08 06:53:13,10377.23,transfer,paid
4752,4752,2023-11-21 14:57:32,587.96,boleto,paid
4753,4753,2023-08-12 23:14:59,11645.12,transfer,paid
4754,4754,,19108.15,boleto,pending
4755,4755,,10567.5,transfer,refunded
4756,4756,,13782.03,credit_card,refunded
4757,4757,,30998.28,pix,refunded
4758,4758,2024-06-03 14:36:53,8870.38,transfer,paid
4759,4759,,30055.25,pix,refunded
4760,4760,2023-08-02 09:45:29,20415.65,pix,paid
4761,4761,2024-09-03 03:58:47,21139.57,credit_card,paid
4762,4762,2023-09-04 09:49:50,12338.04,boleto,paid
4763,4763,2024-01-07 09:36:03,11131.75,boleto,paid
4764,4764,2023-08-15 12:44:14,8900.87,boleto,paid
4765,4765,2024-10-18 22:34:27,163.76,boleto,paid
4766,4766,2024-09-18 07:30:51,8821.59,pix,paid
4767,4767,2023-09-13 13:57:58,24599.89,credit_card,paid
4768,4768,2024-05-31 20:30:58,12875.85,boleto,paid
4769,4769,2024-03-14 02:11:24,9570.14,pix,paid
4770,4770,2024-04-28 15:15:00,12693.7,boleto,paid
4771,4771,2024-06-06 09:39:23,19666.79,boleto,paid
4772,4772,2023-08-16 03:45:29,5457.63,transfer,paid
4773,4773,2023-11-04 00:07:39,12681.11,boleto,paid
4774,4774,2024-08-09 16:20:44,5018.16,pix,paid
4775,4775,,26661.38,credit_card,failed
4776,4776,2023-12-15 20:30:57,11700.48,boleto,paid
4777,4777,2024-05-13 03:43:15,3814.57,pix,paid
4778,4778,2024-03-21 10:48:00,14523.7,boleto,paid
4779,4779,2024-06-22 07:01:23,18802.26,transfer,paid
4780,4780,2024-04-27 11:29:39,9327.65,credit_card,paid
4781,4781,2023-11-22 11:33:29,4503.91,credit_card,paid
4782,4782,2024-05-16 07:27:00,34775.77,pix,paid
4783,4783,2023-10-03 13:19:03,12145.89,pix,paid
4784,4784,2024-08-24 05:18:41,32.23,credit_card,paid
4785,4785,,19821.03,credit_card,failed
4786,4786,2023-10-31 02:18:12,2600.1,credit_card,paid
4787,4787,2024-09-19 11:57:20,1093.21,pix,paid
4788,4788,2024-09-27 20:31:01,16442.66,boleto,paid
4789,4789,2023-10-11 08:43:03,23126.55,boleto,paid
4790,4790,2024-06-26 16:14:44,36691.43,transfer,paid
4791,4791,2024-07-11 12:51:33,3937.27,pix,paid
4792,4792,2024-05-16 15:50:02,21476.48,boleto,paid
4793,4793,2024-06-10 01:56:16,7548.78,pix,paid
4794,4794,2024-01-16 15:40:21,3661.43,credit_card,paid
4795,4795,2023-10-04 01:33:14,9530.64,boleto,paid
4796,4796,2023-09-29 08:40:33,20991.56,transfer,paid
4797,4797,2024-09-28 07:35:42,4745.23,pix,paid
4798,4798,2024-07-25 09:57:34,19564.99,boleto,paid
4799,4799,2024-09-28 20:18:17,19719.15,credit_card,paid
4800,4800,,1227.73,pix,refunded
4801,4801,2024-04-20 17:17:24,51710.06,pix,paid
4802,4802,2024-01-09 07:23:23,11220.45,transfer,paid
4803,4803,2024-07-31 05:37:46,32281.9,credit_card,paid
4804,4804,2024-06-29 11:58:00,1137.67,pix,paid
4805,4805,2023-10-24 08:46:25,22103.02,pix,paid
4806,4806,2023-11-09 07:38:17,1995.71,credit_card,paid
4807,4807,2024-10-12 04:52:03,16981.89,boleto,paid
4808,4808,2024-09-22 09:41:05,14624.69,transfer,paid
4809,4809,2024-03-11 02:30:24,19951.16,credit_card,paid
4810,4810,,18969.93,credit_card,failed
4811,4811,2024-04-02 15:18:17,8690.86,pix,paid
4812,4812,2024-11-20 05:36:16,27864.42,pix,paid
4813,4813,2024-05-16 10:28:31,17656.47,credit_card,paid
4814,4814,2023-08-25 09:48:50,33908.23,credit_card,paid
4815,4815,,9850.4,pix,refunded
4816,4816,2024-01-02 00:42:57,592.82,credit_card,paid
4817,4817,2024-09-22 11:44:24,18911.72,pix,paid
4818,4818,2024-10-19 00:52:15,42135.29,boleto,paid
4819,4819,,2121.2,pix,failed
4820,4820,2023-08-30 12:54:35,20196.75,transfer,paid
4821,4821,2024-03-26 08:55:45,18934.19,credit_card,paid
4822,4822,2024-09-07 08:06:02,13870.53,credit_card,paid
4823,4823,2024-08-19 21:37:40,24907.43,credit_card,paid
4824,4824,2023-08-12 22:34:08,52990.29,transfer,paid
4825,4825,2023-08-27 18:21:19,17504.7,pix,paid
4826,4826,2024-10-31 14:52:57,1608.52,transfer,paid
4827,4827,2024-05-28 18:06:35,13604.34,transfer,paid
4828,4828,2024-09-16 01:31:10,28263.34,boleto,paid
4829,4829,,3005.43,boleto,refunded
4830,4830,2024-10-04 06:48:12,23586.04,credit_card,paid
4831,4831,2024-06-25 00:45:55,5008.23,credit_card,paid
4832,4832,2024-11-12 09:23:57,25482.13,transfer,paid
4833,4833,,12367.71,transfer,failed
4834,4834,2024-08-09 22:17:06,2494.31,pix,paid
4835,4835,,21033.42,credit_card,refunded
4836,4836,2024-03-27 03:00:24,13841.78,transfer,paid
4837,4837,2024-01-01 07:26:08,24870.94,transfer,paid
4838,4838,2024-08-08 02:54:32,13059.68,transfer,paid
4839,4839,2024-07-04 17:41:24,9986.65,transfer,paid
4840,4840,2024-09-13 07:22:40,9612.46,pix,paid
4841,4841,2024-08-30 18:56:58,9486.57,credit_card,paid
4842,4842,2024-11-16 01:31:23,20131.44,credit_card,paid
4843,4843,2024-05-19 12:50:18,6425.86,pix,paid
4844,4844,2023-11-29 02:04:18,19178.23,pix,paid
4845,4845,2024-03-24 11:58:47,19392.29,transfer,paid
4846,4846,2024-03-09 16:35:39,17024.65,pix,paid
4847,4847,2024-09-08 14:05:57,8075.76,boleto,paid
4848,4848,2024-01-05 23:35:42,3305.73,pix,paid
4849,4849,2024-05-04 21:34:53,12570.16,pix,paid
4850,4850,,19313.24,transfer,pending
4851,4851,2023-11-26 14:36:37,6199.43,pix,paid
4852,4852,2024-01-20 06:07:52,243.89,transfer,paid
4853,4853,2024-03-16 09:47:21,21348.4,pix,paid
4854,4854,2024-08-03 14:53:48,12510.85,credit_card,paid
4855,4855,2024-11-11 07:19:34,832.88,boleto,paid
4856,4856,2024-01-04 10:17:21,18840.32,transfer,paid
4857,4857,2024-07-11 14:05:16,22088.15,pix,paid
4858,4858,2024-07-18 09:13:14,4426.57,credit_card,paid
4859,4859,2023-10-29 13:02:57,7810.19,credit_card,paid
4860,4860,2024-04-09 06:25:32,12122.3,transfer,paid
4861,4861,,10783.07,boleto,refunded
4862,4862,2023-12-31 12:38:42,9867.71,pix,paid
4863,4863,2024-07-02 10:25:32,26052.1,boleto,paid
4864,4864,,39639.62,pix,failed
4865,4865,2023-12-13 01:09:28,16269.77,boleto,paid
4866,4866,2023-12-27 13:35:34,22215.99,transfer,paid
4867,4867,2024-06-20 22:53:01,5166.36,transfer,paid
4868,4868,2023-11-15 03:00:01,14623.14,transfer,paid
4869,4869,2024-05-14 16:59:55,11105.49,pix,paid
4870,4870,2024-07-12 11:54:20,13761.4,credit_card,paid
4871,4871,,7091.54,transfer,refunded
4872,4872,2024-02-04 21:20:04,21977.42,pix,paid
4873,4873,2024-10-23 15:05:05,16376.52,boleto,paid
