id,name,city,state,segment,created_at
680,Silva & Lima Suprimentos Mercearia,Recife,ES,supermarket,2024-11-13 22:45:52
681,Nascimento & Almeida Suprimentos Mercearia,Florianópolis,PR,grocery,2024-02-04 18:57:10
682,Ferreira & Lima Alimentos Supermercado,São Paulo,SC,convenience,2024-03-14 12:59:19
683,Rodrigues & Ferreira Distribuidora Supermercado,Brasília,CE,minimarket,2024-08-16 14:18:03
684,Rodrigues & Nascimento Distribuidora Mercearia,Campo Grande,GO,supermarket,2024-11-15 04:12:38
685,Silva & Costa Mercado Supermercado,Florianópolis,ES,minimarket,2024-04-17 02:55:13
686,Ferreira & Nascimento Grupo Mercado,Rio de Janeiro,MG,grocery,2024-09-14 18:16:07
687,Almeida & Oliveira Brasil Supermercado,João Pessoa,PA,grocery,2023-08-01 12:48:17
688,Silva & Nascimento Distribuidora Supermercado,Florianópolis,MS,supermarket,2023-03-19 18:35:23
689,Lima & Souza Alimentos Supermercado,Salvador,RN,minimarket,2024-09-20 01:31:51
690,Ferreira & Almeida Atacado Mercearia,Porto Alegre,SP,convenience,2024-02-20 05:58:24
691,Almeida & Ferreira Grupo Mercearia,São Paulo,CE,convenience,2023-08-16 18:03:54
692,Ferreira & Santos Comércio Mercado,Recife,CE,minimarket,2023-12-18 21:36:01
693,Santos & Lima Distribuidora Mercearia,Goiânia,RJ,minimarket,2023-10-01 21:56:28
694,Souza & Oliveira Mercado Mercado,Belo Horizonte,PE,minimarket,2024-08-30 04:07:40
695,Nascimento & Santos Atacado Mercearia,Fortaleza,MT,supermarket,2023-10-22 10:19:29
696,Ferreira & Souza Alimentos Supermercado,Fortaleza,MS,grocery,2024-11-11 00:54:57
697,Santos & Ferreira Distribuidora Mercado,Brasília,PB,convenience,2023-05-29 23:36:38
698,Nascimento & Nascimento Alimentos Mercado,Rio de Janeiro,PA,supermarket,2023-03-02 08:35:25
699,Oliveira & Santos Alimentos Mercearia,São Paulo,GO,minimarket,2023-10-09 16:07:53
700,Oliveira & Silva Comércio Mercado,Florianópolis,RN,minimarket,2024-07-21 03:50:46
701,Costa & Almeida Atacado Supermercado,Goiânia,DF,grocery,2024-04-16 02:11:10
702,Costa & Oliveira Atacado Mercearia,Recife,CE,minimarket,2024-05-12 01:08:16
703,Santos & Silva Mercado Mercado,São Paulo,DF,supermarket,2023-12-14 18:20:53
704,Lima & Almeida Distribuidora Mercado,Belo Horizonte,DF,supermarket,2023-02-06 07:51:55
705,Nascimento & Santos Brasil Mercado,Recife,BA,grocery,2023-08-29 06:34:59
706,Almeida & Costa Alimentos Mercado,Campo Grande,MT,supermarket,2024-07-22 05:56:21
707,Nascimento & Oliveira Mercado Supermercado,Curitiba,RN,convenience,2023-07-14 12:13:16
708,Lima & Santos Distribuidora Supermercado,Belo Horizonte,PE,supermarket,2024-09-10 10:55:37
709,Almeida & Silva Alimentos Supermercado,São Paulo,GO,supermarket,2024-04-13 20:04:22
710,Souza & Silva Brasil Mercado,Campo Grande,PB,supermarket,2024-10-11 06:12:11
711,Ferreira & Oliveira Comércio Supermercado,Recife,MT,convenience,2024-02-16 14:31:46
712,Almeida & Ferreira Suprimentos Mercado,Rio de Janeiro,MS,minimarket,2024-03-31 18:30:40
713,Souza & Ferreira Mercado Mercado,Belo Horizonte,PE,supermarket,2024-02-25 05:14:08
714,Santos & Nascimento Mercado Supermercado,Brasília,PA,grocery,2023-10-03 03:02:39
715,Almeida & Silva Comércio Supermercado,Brasília,PA,convenience,2024-06-22 10:19:18
716,Almeida & Silva Grupo Supermercado,Belém,SC,grocery,2023-08-04 02:29:59
717,Rodrigues & Lima Atacado Mercado,Natal,BA,supermarket,2023-10-09 23:29:39
718,Santos & Almeida Brasil Supermercado,Porto Alegre,MG,grocery,2024-01-26 08:35:52
719,Costa & Souza Atacado Mercearia,Curitiba,MS,supermarket,2024-08-05 14:15:37
720,Lima & Nascimento Suprimentos Mercado,Brasília,PB,convenience,2024-02-12 03:42:15
721,Costa & Nascimento Brasil Supermercado,Natal,MS,grocery,2024-03-07 13:41:27
722,Almeida & Souza Comércio Supermercado,Florianópolis,BA,grocery,2024-04-07 22:21:23
723,Ferreira & Silva Suprimentos Mercearia,Goiânia,RS,supermarket,2024-11-29 22:27:01
724,Costa & Silva Mercado Supermercado,Fortaleza,GO,supermarket,2024-08-29 12:43:39
725,Ferreira & Lima Distribuidora Supermercado,Goiânia,MT,minimarket,2024-08-24 09:24:09
726,Almeida & Souza Grupo Mercado,São Paulo,MT,supermarket,2023-04-06 06:02:43
727,Silva & Oliveira Atacado Supermercado,Natal,RN,supermarket,2023-04-24 14:09:35
728,Silva & Souza Grupo Mercearia,Porto Alegre,RN,minimarket,2023-12-29 15:39:39
729,Costa & Rodrigues Distribuidora Mercearia,Florianópolis,PR,supermarket,2024-07-29 03:04:06
730,Santos & Almeida Comércio Mercearia,Rio de Janeiro,SC,supermarket,2023-04-03 04:47:15
731,Ferreira & Santos Alimentos Mercado,São Paulo,MT,minimarket,2023-11-20 19:17:44
732,Oliveira & Souza Atacado Mercado,Campo Grande,ES,convenience,2023-05-11 20:43:02
733,Costa & Ferreira Mercado Mercado,Curitiba,RS,convenience,2024-09-11 21:23:27
734,Rodrigues & Lima Suprimentos Supermercado,Belém,BA,supermarket,2023-02-12 13:58:46
735,Souza & Oliveira Distribuidora Supermercado,Fortaleza,GO,supermarket,2023-06-07 21:38:04
736,Santos & Oliveira Brasil Mercado,Rio de Janeiro,MT,minimarket,2024-03-11 20:21:56
737,Costa & Ferreira Distribuidora Mercearia,Belo Horizonte,SC,minimarket,2024-09-05 02:30:13
738,Costa & Souza Brasil Mercado,Cuiabá,SC,convenience,2023-05-07 08:30:29
739,Rodrigues & Lima Distribuidora Supermercado,Curitiba,MG,grocery,2023-06-11 02:08:10
740,Oliveira & Lima Alimentos Supermercado,Curitiba,MG,supermarket,2023-07-05 07:11:56
741,Costa & Oliveira Distribuidora Mercearia,Salvador,MT,grocery,2024-01-07 21:28:43
742,Souza & Costa Grupo Mercearia,Manaus,RJ,grocery,2023-05-01 06:51:41
743,Silva & Lima Atacado Supermercado,Rio de Janeiro,MS,minimarket,2023-03-04 08:10:02
744,Silva & Ferreira Brasil Mercearia,Cuiabá,SC,supermarket,2023-12-28 11:19:47
745,Almeida & Souza Distribuidora Mercado,Belo Horizonte,GO,supermarket,2024-02-21 14:54:31
746,Santos & Oliveira Distribuidora Supermercado,Cuiabá,GO,minimarket,2023-06-14 14:29:25
747,Silva & Souza Comércio Supermercado,João Pessoa,SC,grocery,2024-06-02 08:33:35
748,Ferreira & Costa Distribuidora Mercearia,Fortaleza,ES,minimarket,2024-10-17 19:52:07
749,Nascimento & Lima Distribuidora Supermercado,Brasília,MG,convenience,2024-03-15 11:02:58
750,Santos & Souza Brasil Supermercado,João Pessoa,CE,supermarket,2024-02-15 09:56:34
751,Santos & Costa Distribuidora Supermercado,Florianópolis,MG,convenience,2023-05-21 15:16:47
752,Rodrigues & Silva Comércio Mercearia,João Pessoa,PA,minimarket,2024-09-05 18:14:58
753,Ferreira & Ferreira Brasil Supermercado,Brasília,RN,supermarket,2024-04-01 22:24:16
754,Ferreira & Ferreira Comércio Mercado,Manaus,PR,convenience,2023-12-23 18:49:53
755,Souza & Oliveira Atacado Mercado,Recife,PE,convenience,2023-12-09 05:27:40
756,Rodrigues & Oliveira Alimentos Mercearia,Rio de Janeiro,BA,grocery,2023-02-09 04:35:29
757,Nascimento & Nascimento Suprimentos Mercearia,Vitória,RS,supermarket,2023-09-20 11:50:24
758,Lima & Rodrigues Grupo Mercearia,Goiânia,MT,convenience,2023-05-04 07:54:40
759,Rodrigues & Silva Distribuidora Mercado,Manaus,MT,convenience,2024-01-06 05:55:27
760,Ferreira & Oliveira Grupo Supermercado,Belém,CE,grocery,2023-09-18 12:43:35
761,Almeida & Souza Alimentos Mercado,Brasília,PB,convenience,2024-08-14 04:42:36
762,Costa & Rodrigues Brasil Mercado,Porto Alegre,RN,convenience,2024-07-11 14:17:18
763,Nascimento & Almeida Mercado Mercado,Vitória,MT,convenience,2023-08-31 13:48:45
764,Lima & Oliveira Alimentos Mercado,Rio de Janeiro,RN,grocery,2024-03-13 19:44:06
765,Nascimento & Souza Alimentos Mercado,Curitiba,RS,convenience,2023-10-10 09:42:47
766,Silva & Rodrigues Mercado Mercearia,Belém,SP,convenience,2024-05-24 18:18:14
767,Souza & Oliveira Distribuidora Supermercado,Salvador,SP,supermarket,2023-11-17 15:43:08
768,Souza & Lima Alimentos Supermercado,Florianópolis,DF,supermarket,2024-04-14 22:11:14
769,Nascimento & Ferreira Mercado Supermercado,Fortaleza,MT,grocery,2024-06-21 00:59:33
770,Oliveira & Souza Mercado Mercearia,Porto Alegre,RN,minimarket,2023-06-10 21:27:05
771,Costa & Nascimento Alimentos Mercearia,Manaus,GO,supermarket,2023-05-22 22:04:45
772,Costa & Nascimento Comércio Mercearia,Salvador,PB,grocery,2023-09-15 09:39:36
773,Souza & Rodrigues Atacado Supermercado,Rio de Janeiro,MT,convenience,2024-03-14 10:06:36
774,Rodrigues & Silva Distribuidora Supermercado,João Pessoa,ES,convenience,2024-07-18 01:46:14
775,Souza & Nascimento Suprimentos Supermercado,Curitiba,GO,grocery,2023-07-10 19:26:41
776,Almeida & Rodrigues Alimentos Mercado,Salvador,GO,convenience,2024-10-17 13:31:57
777,Nascimento & Souza Comércio Mercado,Cuiabá,DF,convenience,2024-05-23 21:47:10
778,Oliveira & Costa Alimentos Supermercado,Fortaleza,MT,minimarket,2024-08-09 22:46:32
779,Oliveira & Nascimento Comércio Supermercado,Salvador,BA,convenience,2023-11-17 08:39:47
780,Almeida & Costa Distribuidora Mercado,Recife,PR,supermarket,2024-03-11 09:56:27
781,Ferreira & Nascimento Distribuidora Mercado,Rio de Janeiro,RN,convenience,2024-05-16 13:01:41
782,Lima & Costa Comércio Supermercado,Cuiabá,MS,grocery,2023-08-16 03:26:28
783,Ferreira & Rodrigues Mercado Supermercado,Vitória,RJ,minimarket,2024-02-03 16:46:08
784,Almeida & Nascimento Mercado Supermercado,Goiânia,PB,convenience,2024-01-27 12:42:42
785,Nascimento & Oliveira Grupo Mercado,Fortaleza,RN,grocery,2023-07-15 14:11:16
786,Lima & Oliveira Comércio Mercearia,Vitória,BA,supermarket,2023-10-16 10:56:54
787,Silva & Nascimento Grupo Mercearia,João Pessoa,MT,convenience,2024-09-04 00:41:39
788,Silva & Oliveira Mercado Mercearia,Brasília,PB,minimarket,2024-08-14 08:12:03
789,Souza & Nascimento Distribuidora Mercado,Rio de Janeiro,ES,convenience,2024-11-25 01:48:58
790,Oliveira & Costa Distribuidora Supermercado,Belém,PB,grocery,2023-05-18 02:54:23
791,Costa & Costa Comércio Mercearia,São Paulo,MT,minimarket,2023-06-09 13:37:19
792,Santos & Costa Brasil Supermercado,Porto Alegre,AM,convenience,2024-03-15 07:07:22
793,Lima & Souza Suprimentos Mercearia,Belém,MS,supermarket,2024-08-10 10:05:02
794,Santos & Costa Atacado Supermercado,Recife,RN,minimarket,2024-11-07 05:17:09
795,Silva & Silva Grupo Mercado,Belém,GO,supermarket,2024-02-05 01:35:05
796,Ferreira & Oliveira Grupo Mercado,Porto Alegre,DF,grocery,2023-02-09 15:04:48
797,Ferreira & Costa Grupo Supermercado,João Pessoa,PE,convenience,2023-10-06 18:08:02
798,Rodrigues & Nascimento Suprimentos Supermercado,Goiânia,CE,supermarket,2023-12-22 08:26:57
799,Rodrigues & Santos Alimentos Mercado,Recife,PA,grocery,2023-06-21 05:00:38
800,Silva & Costa Atacado Supermercado,Belo Horizonte,SP,convenience,2023-05-29 18:42:35
801,Santos & Costa Comércio Mercado,Rio de Janeiro,PE,grocery,2024-02-02 10:38:00
802,Oliveira & Santos Distribuidora Mercado,Campo Grande,DF,supermarket,2023-03-26 01:51:55
803,Nascimento & Nascimento Brasil Mercearia,Curitiba,SP,grocery,2023-02-06 08:26:12
804,Silva & Ferreira Comércio Mercearia,São Paulo,PA,minimarket,2023-10-02 05:07:42
805,Ferreira & Oliveira Alimentos Supermercado,Porto Alegre,MG,convenience,2024-07-30 20:14:54
806,Costa & Souza Suprimentos Mercado,Campo Grande,AM,grocery,2023-06-27 18:30:17
807,Almeida & Almeida Atacado Mercearia,Belo Horizonte,RJ,supermarket,2023-07-06 18:37:04
808,Lima & Lima Suprimentos Supermercado,Belém,MS,convenience,2024-07-25 01:56:23
809,Silva & Ferreira Brasil Supermercado,João Pessoa,PE,minimarket,2023-04-15 21:27:02
810,Silva & Costa Alimentos Mercado,Vitória,DF,convenience,2024-03-25 16:02:29
811,Santos & Lima Brasil Supermercado,Belém,PA,minimarket,2024-01-24 04:48:14
812,Santos & Silva Suprimentos Supermercado,Rio de Janeiro,SP,convenience,2023-10-17 02:56:31
813,Lima & Santos Brasil Supermercado,Manaus,MT,grocery,2023-04-16 13:36:27
814,Lima & Ferreira Brasil Mercado,Rio de Janeiro,ES,grocery,2023-03-21 11:07:54
815,Lima & Santos Grupo Supermercado,Manaus,GO,supermarket,2024-06-01 10:20:12
816,Costa & Ferreira Mercado Supermercado,Manaus,GO,minimarket,2024-02-01 01:05:28
817,Rodrigues & Silva Atacado Mercado,Recife,PA,supermarket,2024-05-08 17:26:03
818,Rodrigues & Lima Suprimentos Mercado,João Pessoa,SP,grocery,2023-06-03 12:29:44
819,Nascimento & Silva Comércio Mercearia,São Paulo,AM,minimarket,2023-03-25 20:43:13
820,Santos & Santos Mercado Mercearia,Belém,GO,supermarket,2023-11-01 04:54:48
821,Ferreira & Nascimento Suprimentos Mercearia,Recife,CE,supermarket,2024-06-10 06:18:11
822,Silva & Ferreira Grupo Mercearia,Fortaleza,AM,supermarket,2024-04-11 07:25:29
823,Rodrigues & Nascimento Suprimentos Mercado,Goiânia,BA,supermarket,2023-07-27 13:29:43
824,Lima & Santos Grupo Mercearia,Belo Horizonte,AM,supermarket,2023-10-27 22:28:22
825,Silva & Almeida Comércio Supermercado,Belo Horizonte,RN,minimarket,2024-06-04 10:05:13
826,Rodrigues & Oliveira Comércio Supermercado,Florianópolis,SP,supermarket,2023-02-12 23:23:33
827,Souza & Oliveira Alimentos Mercado,Curitiba,GO,minimarket,2023-07-01 15:04:56
828,Santos & Ferreira Suprimentos Mercearia,Cuiabá,SC,supermarket,2023-09-03 06:33:13
829,Oliveira & Nascimento Atacado Mercado,Cuiabá,PB,grocery,2023-09-10 17:38:25
830,Santos & Santos Grupo Mercearia,Salvador,SC,grocery,2024-10-31 11:58:17
831,Ferreira & Almeida Mercado Mercado,Rio de Janeiro,PR,supermarket,2023-12-30 00:18:12
832,Almeida & Rodrigues Alimentos Mercearia,Cuiabá,MT,convenience,2024-04-30 23:16:49
833,Nascimento & Nascimento Grupo Supermercado,Curitiba,GO,grocery,2024-08-21 11:34:05
834,Ferreira & Oliveira Comércio Mercearia,Cuiabá,PE,minimarket,2023-09-27 11:35:56
835,Nascimento & Nascimento Distribuidora Supermercado,João Pessoa,RN,supermarket,2023-11-14 06:29:54
836,Nascimento & Santos Atacado Mercearia,João Pessoa,MG,minimarket,2024-06-01 01:32:28
837,Costa & Ferreira Atacado Mercado,Fortaleza,AM,convenience,2024-09-19 17:42:29
838,Rodrigues & Nascimento Brasil Supermercado,João Pessoa,RN,supermarket,2023-12-12 05:28:01
839,Oliveira & Lima Grupo Supermercado,Campo Grande,RJ,grocery,2023-08-18 20:52:21
840,Nascimento & Nascimento Grupo Supermercado,Cuiabá,GO,minimarket,2024-04-12 19:53:28
841,Ferreira & Costa Suprimentos Supermercado,Natal,BA,grocery,2024-03-28 05:17:15
842,Rodrigues & Lima Mercado Supermercado,Recife,RN,grocery,2024-06-14 08:16:43
843,Costa & Lima Atacado Mercado,João Pessoa,SC,supermarket,2024-06-28 03:30:08
844,Rodrigues & Santos Suprimentos Supermercado,Curitiba,SC,minimarket,2023-07-09 08:30:58
845,Lima & Rodrigues Mercado Mercado,Natal,RJ,convenience,2023-04-03 04:15:34
846,Ferreira & Nascimento Distribuidora Supermercado,Salvador,SC,grocery,2024-05-07 07:35:38
847,Rodrigues & Souza Grupo Mercearia,Recife,PR,supermarket,2023-05-31 09:20:54
848,Rodrigues & Almeida Mercado Supermercado,Florianópolis,RS,supermarket,2023-04-22 23:37:01
849,Almeida & Oliveira Distribuidora Mercado,Cuiabá,RN,convenience,2024-08-22 12:27:13
850,Almeida & Ferreira Comércio Mercearia,Campo Grande,AM,supermarket,2023-07-20 02:45:41
851,Nascimento & Silva Comércio Supermercado,Manaus,RS,grocery,2023-09-07 11:18:31
852,Souza & Silva Suprimentos Supermercado,Vitória,MT,supermarket,2023-06-20 12:13:25
853,Rodrigues & Silva Mercado Mercearia,Campo Grande,RN,minimarket,2023-08-25 05:30:44
854,Souza & Lima Mercado Mercado,Fortaleza,PE,minimarket,2024-04-14 19:22:46
855,Almeida & Ferreira Distribuidora Mercearia,Natal,RS,grocery,2023-04-22 11:25:21
856,Silva & Souza Mercado Mercado,Goiânia,ES,minimarket,2023-05-11 09:56:07
857,Nascimento & Rodrigues Comércio Mercado,João Pessoa,MG,convenience,2024-10-12 23:00:12
858,Nascimento & Almeida Mercado Mercado,Goiânia,ES,supermarket,2024-03-13 16:42:34
859,Oliveira & Lima Distribuidora Mercado,Brasília,GO,grocery,2024-05-03 04:23:00
860,Silva & Ferreira Alimentos Supermercado,Campo Grande,SP,convenience,2024-06-16 20:30:17
861,Nascimento & Souza Suprimentos Mercearia,Goiânia,CE,supermarket,2024-09-19 00:17:16
862,Souza & Souza Atacado Mercearia,Manaus,PB,convenience,2023-11-26 10:38:25
863,Ferreira & Almeida Alimentos Mercearia,Natal,MS,grocery,2023-10-16 10:37:55
864,Silva & Rodrigues Comércio Mercearia,Recife,GO,grocery,2024-04-24 03:00:00
865,Oliveira & Nascimento Alimentos Supermercado,Florianópolis,SP,convenience,2024-09-23 14:43:32
866,Lima & Nascimento Atacado Mercearia,Florianópolis,PA,supermarket,2024-11-25 20:31:59
867,Lima & Ferreira Grupo Mercado,Goiânia,GO,minimarket,2024-05-06 22:50:54
868,Rodrigues & Lima Suprimentos Mercado,Belo Horizonte,MS,minimarket,2024-05-16 17:49:37
869,Lima & Almeida Grupo Mercearia,Florianópolis,PB,convenience,2023-09-05 08:04:53
870,Santos & Silva Mercado Mercearia,Fortaleza,RS,grocery,2024-10-21 01:09:17
871,Nascimento & Nascimento Atacado Mercado,Goiânia,SC,supermarket,2024-08-27 15:37:31
872,Santos & Rodrigues Distribuidora Mercado,João Pessoa,PA,supermarket,2024-05-25 08:58:09
873,Lima & Costa Atacado Mercado,Brasília,PE,grocery,2024-07-05 05:41:08
874,Lima & Souza Comércio Mercearia,Belo Horizonte,DF,minimarket,2024-02-04 16:56:35
875,Souza & Silva Grupo Mercearia,Cuiabá,MS,supermarket,2023-07-14 13:45:35
876,Costa & Oliveira Alimentos Mercearia,Vitória,PA,convenience,2023-06-12 13:35:59
877,Rodrigues & Lima Atacado Mercado,Rio de Janeiro,ES,minimarket,2023-02-04 01:47:13
878,Ferreira & Ferreira Alimentos Mercearia,Belo Horizonte,MT,convenience,2024-10-02 10:58:49
879,Nascimento & Souza Mercado Mercearia,Curitiba,RJ,minimarket,2023-08-01 01:38:37
880,Souza & Almeida Brasil Mercearia,Belém,MG,grocery,2023-07-20 02:47:54
881,Costa & Almeida Atacado Supermercado,Recife,CE,convenience,2023-04-13 22:40:07
882,Almeida & Oliveira Atacado Supermercado,Cuiabá,PE,convenience,2024-10-17 23:36:02
883,Rodrigues & Oliveira Atacado Mercearia,Goiânia,GO,grocery,2024-05-24 15:00:30
884,Almeida & Oliveira Mercado Mercearia,Campo Grande,CE,convenience,2023-05-26 18:48:08
885,Santos & Souza Mercado Supermercado,João Pessoa,MG,minimarket,2023-05-24 07:55:37
886,Lima & Ferreira Mercado Mercado,Porto Alegre,PR,supermarket,2023-06-10 00:26:14
887,Lima & Nascimento Atacado Mercado,Vitória,MG,supermarket,2024-02-06 07:17:28
888,Santos & Rodrigues Alimentos Mercearia,Florianópolis,MS,grocery,2023-02-02 04:36:07
889,Nascimento & Nascimento Distribuidora Mercado,São Paulo,RN,minimarket,2023-10-11 03:27:17
890,Souza & Almeida Distribuidora Mercearia,Natal,DF,convenience,2023-04-03 10:03:45
891,Ferreira & Almeida Atacado Mercado,Vitória,MG,convenience,2023-03-14 12:52:37
892,Silva & Oliveira Comércio Supermercado,Fortaleza,PA,supermarket,2023-05-19 09:23:51
893,Costa & Ferreira Brasil Supermercado,Cuiabá,PE,convenience,2024-03-05 10:52:38
894,Costa & Oliveira Distribuidora Mercado,Rio de Janeiro,PA,supermarket,2024-10-20 23:56:22
895,Costa & Oliveira Mercado Mercearia,Belo Horizonte,DF,grocery,2024-01-09 12:23:50
896,Silva & Silva Brasil Mercado,Fortaleza,RJ,convenience,2023-12-29 10:08:15
897,Souza & Oliveira Comércio Mercado,Rio de Janeiro,PB,minimarket,2024-07-02 09:33:26
898,Santos & Oliveira Grupo Mercearia,Vitória,PA,convenience,2024-02-03 08:55:18
899,Ferreira & Ferreira Grupo Mercado,Vitória,RS,supermarket,2023-10-14 01:23:15
900,Ferreira & Silva Alimentos Mercearia,Florianópolis,MS,grocery,2023-09-25 00:05:45
901,Souza & Costa Alimentos Mercado,Belo Horizonte,MS,supermarket,2024-02-25 15:40:04
902,Almeida & Souza Alimentos Mercearia,Goiânia,SP,convenience,2024-09-14 07:33:55
903,Silva & Souza Suprimentos Mercearia,Brasília,RJ,supermarket,2023-05-04 02:33:54
904,Costa & Lima Comércio Supermercado,João Pessoa,MG,supermarket,2023-08-08 00:19:55
905,Ferreira & Almeida Atacado Supermercado,Cuiabá,RN,grocery,2024-04-12 01:51:43
906,Santos & Silva Atacado Mercado,Natal,SP,minimarket,2023-12-04 10:38:56
907,Rodrigues & Almeida Mercado Mercado,Cuiabá,SC,convenience,2023-11-22 01:33:35
908,Oliveira & Costa Brasil Mercado,Campo Grande,DF,grocery,2024-09-25 02:54:26
909,Souza & Oliveira Grupo Supermercado,Fortaleza,ES,minimarket,2023-11-28 10:47:50
910,Souza & Souza Comércio Supermercado,Goiânia,DF,supermarket,2024-08-03 13:21:12
911,Silva & Nascimento Comércio Supermercado,Curitiba,ES,minimarket,2024-02-05 12:54:39
912,Costa & Silva Grupo Mercearia,São Paulo,PR,supermarket,2023-11-04 17:31:25
913,Lima & Almeida Alimentos Mercearia,João Pessoa,SC,supermarket,2023-10-02 03:39:42
914,Silva & Santos Alimentos Supermercado,Belo Horizonte,RN,grocery,2024-11-14 09:33:30
915,Santos & Ferreira Brasil Mercado,Vitória,AM,supermarket,2024-03-13 10:31:07
916,Santos & Almeida Atacado Mercado,Brasília,MS,grocery,2023-10-06 04:47:05
917,Oliveira & Souza Alimentos Mercado,Florianópolis,PA,minimarket,2024-03-20 04:41:41
918,Ferreira & Santos Atacado Mercearia,Porto Alegre,DF,minimarket,2023-04-03 17:44:50
919,Nascimento & Oliveira Grupo Supermercado,Florianópolis,RS,supermarket,2024-05-17 05:07:10
920,Almeida & Nascimento Distribuidora Mercado,Curitiba,PB,grocery,2024-11-17 03:34:56
921,Santos & Santos Brasil Supermercado,Natal,MG,supermarket,2023-07-18 03:22:23
922,Nascimento & Souza Atacado Mercearia,São Paulo,GO,grocery,2023-06-11 00:37:56
923,Souza & Costa Grupo Mercado,Brasília,MG,grocery,2024-06-08 06:19:36
924,Oliveira & Silva Brasil Supermercado,Campo Grande,GO,grocery,2024-11-10 11:31:20
925,Rodrigues & Costa Suprimentos Supermercado,Manaus,PB,minimarket,2023-09-05 17:23:18
926,Silva & Santos Distribuidora Mercearia,Campo Grande,CE,grocery,2024-08-07 12:28:54
927,Rodrigues & Oliveira Distribuidora Mercearia,João Pessoa,RN,minimarket,2023-05-23 23:33:02
928,Santos & Santos Atacado Mercearia,Porto Alegre,GO,grocery,2024-11-15 08:25:31
929,Souza & Rodrigues Atacado Mercado,Cuiabá,AM,minimarket,2024-01-07 14:48:17
930,Rodrigues & Silva Distribuidora Supermercado,Curitiba,PR,convenience,2024-04-12 08:12:49
931,Silva & Lima Mercado Mercearia,Curitiba,MT,minimarket,2024-01-11 00:53:36
932,Costa & Ferreira Distribuidora Supermercado,Belém,PR,minimarket,2024-02-17 16:00:18
933,Silva & Silva Comércio Mercearia,Salvador,MT,supermarket,2024-07-25 21:35:54
934,Oliveira & Costa Mercado Mercado,Goiânia,SC,grocery,2024-10-06 19:22:28
935,Nascimento & Lima Distribuidora Mercado,Brasília,PR,convenience,2023-08-15 14:23:10
936,Costa & Oliveira Distribuidora Mercado,Belém,PE,supermarket,2024-07-18 08:10:40
937,Ferreira & Rodrigues Atacado Mercado,Vitória,MS,grocery,2023-05-06 09:25:56
938,Rodrigues & Ferreira Comércio Supermercado,Rio de Janeiro,RJ,convenience,2024-04-10 08:06:16
939,Oliveira & Silva Comércio Supermercado,Goiânia,SP,convenience,2024-01-06 04:41:36
940,Ferreira & Nascimento Brasil Mercearia,Porto Alegre,GO,convenience,2024-06-22 11:52:41
941,Rodrigues & Oliveira Grupo Mercado,Recife,AM,grocery,2023-10-30 10:33:17
942,Nascimento & Silva Comércio Mercado,Vitória,PA,convenience,2023-06-20 06:23:30
943,Rodrigues & Santos Grupo Mercado,Brasília,PA,convenience,2023-02-21 15:32:35
944,Silva & Santos Atacado Mercearia,Fortaleza,BA,supermarket,2023-11-13 00:54:10
945,Costa & Silva Suprimentos Mercearia,Belém,MT,minimarket,2024-11-27 09:17:44
946,Costa & Almeida Distribuidora Mercado,Rio de Janeiro,GO,grocery,2024-01-30 00:17:02
947,Souza & Rodrigues Mercado Mercearia,Manaus,PE,minimarket,2024-09-22 15:43:26
948,Ferreira & Oliveira Alimentos Supermercado,João Pessoa,BA,supermarket,2024-07-06 10:26:02
949,Oliveira & Almeida Brasil Mercado,Belo Horizonte,DF,minimarket,2023-10-28 17:45:00
950,Oliveira & Santos Brasil Mercado,Salvador,RJ,convenience,2024-08-20 20:03:57
951,Souza & Costa Atacado Supermercado,Curitiba,PA,convenience,2023-12-28 09:23:08
952,Almeida & Souza Grupo Mercado,Curitiba,SP,grocery,2023-07-18 01:08:50
953,Souza & Santos Brasil Mercado,Campo Grande,GO,grocery,2024-05-26 05:13:57
954,Nascimento & Rodrigues Distribuidora Mercado,João Pessoa,PR,grocery,2024-04-11 19:19:00
955,Rodrigues & Costa Distribuidora Mercado,Manaus,DF,supermarket,2023-06-30 08:12:00
956,Silva & Santos Grupo Mercado,Belo Horizonte,SP,grocery,2023-11-26 01:31:22
957,Silva & Almeida Alimentos Supermercado,João Pessoa,SP,supermarket,2023-11-19 15:42:10
958,Nascimento & Nascimento Atacado Mercearia,Fortaleza,CE,convenience,2023-06-21 00:54:22
959,Almeida & Souza Brasil Mercado,Belo Horizonte,CE,minimarket,2024-09-04 16:48:18
960,Costa & Silva Suprimentos Mercado,Florianópolis,DF,convenience,2023-02-10 06:56:54
961,Costa & Almeida Brasil Mercearia,Florianópolis,RN,convenience,2023-07-04 02:38:57
962,Costa & Rodrigues Distribuidora Supermercado,João Pessoa,SC,convenience,2024-01-11 08:58:44
963,Souza & Silva Mercado Mercado,Belo Horizonte,MG,grocery,2023-11-09 09:22:01
964,Lima & Almeida Mercado Mercearia,Belo Horizonte,MT,grocery,2024-03-16 13:23:56
965,Santos & Silva Comércio Mercado,Salvador,MS,grocery,2023-07-03 08:59:13
966,Oliveira & Ferreira Distribuidora Mercado,Vitória,GO,minimarket,2023-02-06 08:39:45
967,Nascimento & Souza Suprimentos Supermercado,Campo Grande,DF,grocery,2024-05-02 07:20:38
968,Ferreira & Souza Brasil Supermercado,Manaus,RN,supermarket,2023-10-01 02:06:07
